Customer ID,Age,Gender,Loyalty Member,Product Type,SKU,Rating,Order Status,Payment Method,Total Price,Unit Price,Quantity,Purchase Date,Shipping Type,Add-ons Purchased,Add-on Total,Spend per Unit,Is Loyal,Purchase Month,Purchase Day,Purchase Weekday,Has Add-ons,Add-ons Count,Gender_Encoded,Pay_Bank Transfer,Pay_Cash,Pay_Credit Card,Pay_Debit Card,Pay_PayPal,Pay_Paypal,Ship_Expedited,Ship_Express,Ship_Overnight,Ship_Same Day,Ship_Standard,Product_Headphones,Product_Laptop,Product_Smartphone,Product_Smartwatch,Product_Tablet,Add-on Cost per Unit,Total Spend
1006,24,Male,Yes,Tablet,SKU1002,3,Completed,Paypal,2470.3,247.03,10,2024-06-25,Overnight,"Impulse Item,Accessory,Impulse Item",90.38,247.03000000000003,1,6,25,Tuesday,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,9.038,2560.6800000000003
1007,35,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,7120.71,791.19,9,2023-11-07,Overnight,"Accessory,Extended Warranty",55.48,791.19,0,11,7,Tuesday,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,6.164444444444444,7176.19
1008,66,Female,No,Smartwatch,SKU1003,3,Completed,Cash,3379.32,844.83,4,2023-09-25,Express,"Extended Warranty,Impulse Item,Extended Warranty",65.85,844.83,0,9,25,Monday,1,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,16.4625,3445.17
1011,72,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,7911.9,791.19,10,2024-07-07,Standard,"Accessory,Accessory,Accessory",70.17,791.1899999999999,0,7,7,Sunday,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,7.017,7982.07
1013,42,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,5538.33,791.19,7,2024-03-18,Overnight,"Accessory,Impulse Item,Accessory",57.81,791.1899999999999,0,3,18,Monday,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,8.258571428571429,5596.14
1014,73,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,5068.98,844.83,6,2024-01-02,Standard,"Extended Warranty,Extended Warranty",69.31,844.8299999999999,0,1,2,Tuesday,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,11.551666666666668,5138.29
1014,73,Female,Yes,Smartphone,SKU1004,2,Completed,Cash,4747.14,791.19,6,2024-05-18,Standard,Accessory,8.3,791.19,1,5,18,Saturday,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.3833333333333335,4755.4400000000005
1015,22,Male,No,Smartphone,SKU1001,5,Completed,Paypal,83.0,20.75,4,2024-09-02,Standard,"Accessory,Accessory,Accessory",80.0,20.75,0,9,2,Monday,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,20.0,163.0
1016,61,Male,Yes,Smartphone,SKU1001,5,Completed,Paypal,103.75,20.75,5,2024-07-07,Overnight,No Add-ons,0.0,20.75,1,7,7,Sunday,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.0,103.75
1018,34,Male,No,Smartphone,SKU1001,5,Completed,Paypal,124.5,20.75,6,2024-07-23,Express,"Impulse Item,Extended Warranty",70.39,20.75,0,7,23,Tuesday,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,11.731666666666667,194.89
1019,45,Male,No,Smartphone,SKU1001,5,Cancelled,Cash,83.0,20.75,4,2024-03-14,Express,No Add-ons,0.0,20.75,0,3,14,Thursday,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,83.0
1019,45,Male,No,Tablet,SKU1002,3,Completed,Cash,988.12,247.03,4,2024-04-20,Express,"Impulse Item,Impulse Item",37.87,247.03,0,4,20,Saturday,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9.4675,1025.99
1019,45,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Paypal,844.83,844.83,1,2024-07-21,Express,Accessory,49.17,844.83,1,7,21,Sunday,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,49.17,894.0
1020,57,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,3379.32,844.83,4,2023-12-02,Express,"Impulse Item,Accessory,Extended Warranty",37.13,844.83,0,12,2,Saturday,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,9.2825,3416.4500000000003
1021,71,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,2024-03-20,Overnight,"Accessory,Extended Warranty",49.54,844.83,1,3,20,Wednesday,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,49.54,894.37
1022,76,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,6758.64,844.83,8,2024-04-27,Overnight,"Impulse Item,Accessory,Impulse Item",73.49,844.83,0,4,27,Saturday,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,9.18625,6832.13
1024,49,Female,No,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,2024-07-10,Overnight,"Extended Warranty,Impulse Item",51.93,791.19,0,7,10,Wednesday,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,25.965,1634.3100000000002
1025,77,Male,No,Laptop,SKU1005,3,Completed,Debit Card,2783.76,463.96,6,2024-01-29,Overnight,No Add-ons,0.0,463.96000000000004,0,1,29,Monday,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0,2783.76
1025,77,Male,No,Smartphone,SKU1001,5,Completed,Cash,83.0,20.75,4,2024-08-28,Express,"Extended Warranty,Extended Warranty",77.78,20.75,0,8,28,Wednesday,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,19.445,160.78
1027,22,Male,No,Smartphone,SKU1004,2,Completed,Paypal,4747.14,791.19,6,2023-11-28,Overnight,No Add-ons,0.0,791.19,0,11,28,Tuesday,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.0,4747.14
1028,79,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,2023-11-30,Overnight,No Add-ons,0.0,844.83,0,11,30,Thursday,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0,6758.64
1030,69,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,4224.15,844.83,5,2024-02-27,Express,"Accessory,Impulse Item,Accessory",46.03,844.8299999999999,0,2,27,Tuesday,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,9.206,4270.179999999999
1031,20,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,5913.81,844.83,7,2024-01-21,Express,No Add-ons,0.0,844.83,0,1,21,Sunday,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,5913.81
1031,20,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,103.75,20.75,5,2024-09-03,Overnight,"Accessory,Accessory",17.79,20.75,0,9,3,Tuesday,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3.558,121.53999999999999
1033,54,Female,No,Tablet,SKU1002,3,Completed,Debit Card,988.12,247.03,4,2023-11-30,Overnight,No Add-ons,0.0,247.03,0,11,30,Thursday,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,988.12
1033,54,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,3164.76,791.19,4,2024-01-12,Standard,"Accessory,Accessory",49.24,791.19,0,1,12,Friday,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,12.31,3214.0
1035,32,Female,No,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,2023-09-24,Standard,No Add-ons,0.0,20.75,0,9,24,Sunday,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,186.75
1035,32,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,62.25,20.75,3,2024-03-25,Standard,"Accessory,Accessory",33.56,20.75,1,3,25,Monday,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11.186666666666667,95.81
1036,60,Male,Yes,Smartphone,SKU1004,2,Cancelled,Debit Card,3955.95,791.19,5,2023-10-12,Standard,"Extended Warranty,Impulse Item",56.62,791.1899999999999,1,10,12,Thursday,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,11.324,4012.5699999999997
1036,60,Male,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,791.19,791.19,1,2024-01-28,Express,No Add-ons,0.0,791.19,1,1,28,Sunday,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.0,791.19
1038,56,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,4224.15,844.83,5,2024-07-08,Overnight,Extended Warranty,10.0,844.8299999999999,0,7,8,Monday,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2.0,4234.15
1038,56,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,5068.98,844.83,6,2024-07-29,Standard,No Add-ons,0.0,844.8299999999999,1,7,29,Monday,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,5068.98
1038,56,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,145.25,20.75,7,2024-08-17,Express,"Accessory,Extended Warranty",47.94,20.75,0,8,17,Saturday,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,6.848571428571428,193.19
1038,56,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,5538.33,791.19,7,2024-09-23,Overnight,"Extended Warranty,Accessory",26.01,791.1899999999999,0,9,23,Monday,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3.7157142857142857,5564.34
1039,53,Female,No,Tablet,SKU1002,3,Completed,Credit Card,1729.21,247.03,7,2024-08-31,Standard,No Add-ons,0.0,247.03,0,8,31,Saturday,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1729.21
1040,45,Female,Yes,Smartphone,SKU1004,2,Completed,Credit Card,6329.52,791.19,8,2023-10-16,Standard,"Accessory,Extended Warranty,Extended Warranty",92.79,791.19,1,10,16,Monday,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,11.59875,6422.31
1042,65,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,145.25,20.75,7,2024-06-26,Overnight,"Impulse Item,Impulse Item",53.02,20.75,0,6,26,Wednesday,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,7.574285714285715,198.27
1042,65,Female,No,Smartwatch,SKU1003,3,Completed,Cash,5913.81,844.83,7,2024-07-16,Overnight,"Impulse Item,Accessory,Extended Warranty",111.25,844.83,0,7,16,Tuesday,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15.892857142857142,6025.06
1043,76,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,207.5,20.75,10,2024-03-05,Overnight,No Add-ons,0.0,20.75,0,3,5,Tuesday,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0,207.5
1047,73,Male,No,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,2023-12-11,Express,"Accessory,Impulse Item",63.23,247.03000000000003,0,12,11,Monday,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6.3229999999999995,2533.53
1048,67,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,2470.3,247.03,10,2023-10-28,Express,No Add-ons,0.0,247.03000000000003,0,10,28,Saturday,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.0,2470.3
1049,50,Female,No,Smartphone,SKU1001,5,Completed,Paypal,145.25,20.75,7,2024-06-25,Standard,"Accessory,Impulse Item,Accessory",86.36,20.75,0,6,25,Tuesday,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,12.337142857142856,231.61
1052,72,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,5068.98,844.83,6,2024-08-03,Standard,Accessory,45.46,844.8299999999999,0,8,3,Saturday,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.576666666666667,5114.44
1053,79,Female,No,Laptop,SKU1005,3,Completed,Debit Card,4175.64,463.96,9,2023-12-20,Standard,"Impulse Item,Impulse Item,Accessory",88.3,463.96000000000004,0,12,20,Wednesday,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,9.81111111111111,4263.9400000000005
1054,30,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,2024-05-08,Standard,"Impulse Item,Extended Warranty,Impulse Item",79.9,20.75,1,5,8,Wednesday,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,26.633333333333336,142.15
1056,24,Female,No,Laptop,SKU1005,3,Completed,Credit Card,1855.84,463.96,4,2024-04-27,Overnight,"Accessory,Extended Warranty",41.24,463.96,0,4,27,Saturday,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,10.31,1897.08
1057,71,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,7603.47,844.83,9,2023-10-22,Express,No Add-ons,0.0,844.83,0,10,22,Sunday,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0,7603.47
1057,71,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,1482.18,247.03,6,2024-03-28,Express,"Extended Warranty,Accessory,Impulse Item",116.77,247.03,0,3,28,Thursday,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,19.461666666666666,1598.95
1058,21,Female,No,Smartphone,SKU1001,5,Completed,Paypal,166.0,20.75,8,2024-06-12,Overnight,"Impulse Item,Accessory,Accessory",92.57,20.75,0,6,12,Wednesday,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,11.57125,258.57
1058,21,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,3955.95,791.19,5,2024-07-08,Express,No Add-ons,0.0,791.1899999999999,0,7,8,Monday,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,3955.95
1059,37,Male,No,Laptop,SKU1005,3,Completed,Paypal,3247.72,463.96,7,2024-02-22,Overnight,"Extended Warranty,Extended Warranty",66.17,463.96,0,2,22,Thursday,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,9.452857142857143,3313.89
1059,37,Male,No,Laptop,SKU1005,3,Completed,Debit Card,463.96,463.96,1,2024-06-27,Express,Extended Warranty,5.52,463.96,0,6,27,Thursday,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,5.52,469.47999999999996
1060,72,Male,Yes,Laptop,SKU1005,3,Completed,Credit Card,1855.84,463.96,4,2023-09-28,Standard,"Accessory,Impulse Item,Extended Warranty",52.01,463.96,1,9,28,Thursday,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,13.0025,1907.85
1060,72,Male,Yes,Tablet,SKU1002,3,Completed,Paypal,1482.18,247.03,6,2023-12-07,Overnight,Impulse Item,31.89,247.03,1,12,7,Thursday,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,5.315,1514.0700000000002
1060,72,Male,No,Smartphone,SKU1004,2,Completed,Paypal,1582.38,791.19,2,2024-01-29,Overnight,Impulse Item,49.59,791.19,0,1,29,Monday,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,24.795,1631.97
1061,56,Male,Yes,Tablet,SKU1002,3,Completed,Cash,1976.24,247.03,8,2023-10-25,Standard,Impulse Item,14.49,247.03,1,10,25,Wednesday,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.81125,1990.73
1061,56,Male,No,Laptop,SKU1005,3,Completed,Paypal,463.96,463.96,1,2024-05-21,Express,"Impulse Item,Accessory",83.41,463.96,0,5,21,Tuesday,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,83.41,547.37
1062,62,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,6329.52,791.19,8,2024-03-23,Standard,"Impulse Item,Extended Warranty",26.24,791.19,0,3,23,Saturday,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3.28,6355.76
1063,64,Male,Yes,Laptop,SKU1005,3,Completed,Paypal,1855.84,463.96,4,2024-04-25,Standard,No Add-ons,0.0,463.96,1,4,25,Thursday,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0,1855.84
1063,64,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,2373.57,791.19,3,2024-07-08,Express,Extended Warranty,6.47,791.19,0,7,8,Monday,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2.1566666666666667,2380.04
1066,44,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,2373.57,791.19,3,2024-02-28,Standard,"Accessory,Extended Warranty,Impulse Item",43.16,791.19,0,2,28,Wednesday,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,14.386666666666665,2416.73
1066,44,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,2373.57,791.19,3,2024-07-13,Overnight,"Extended Warranty,Impulse Item",40.68,791.19,0,7,13,Saturday,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,13.56,2414.25
1067,49,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,1729.21,247.03,7,2023-10-17,Standard,No Add-ons,0.0,247.03,0,10,17,Tuesday,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0,1729.21
1067,49,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,2023-12-30,Standard,"Impulse Item,Accessory,Impulse Item",81.55,844.83,0,12,30,Saturday,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,40.775,1771.21
1069,27,Male,No,Smartphone,SKU1001,5,Completed,Cash,145.25,20.75,7,2024-05-21,Standard,"Accessory,Extended Warranty",96.61,20.75,0,5,21,Tuesday,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,13.801428571428572,241.86
1070,30,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,62.25,20.75,3,2023-11-29,Standard,Extended Warranty,6.3,20.75,0,11,29,Wednesday,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2.1,68.55
1071,54,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,7603.47,844.83,9,2024-06-17,Overnight,No Add-ons,0.0,844.83,0,6,17,Monday,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0,7603.47
1073,46,Female,No,Tablet,SKU1002,3,Completed,Cash,2223.27,247.03,9,2024-07-11,Standard,Accessory,8.66,247.03,0,7,11,Thursday,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.9622222222222222,2231.93
1073,46,Female,Yes,Tablet,SKU1002,3,Completed,Credit Card,1976.24,247.03,8,2024-09-12,Express,Extended Warranty,46.38,247.03,1,9,12,Thursday,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5.7975,2022.6200000000001
1074,58,Male,No,Smartwatch,SKU1003,3,Completed,Cash,7603.47,844.83,9,2023-11-06,Standard,"Accessory,Impulse Item",58.95,844.83,0,11,6,Monday,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6.550000000000001,7662.42
1077,26,Male,No,Smartphone,SKU1004,2,Completed,Cash,2373.57,791.19,3,2023-12-26,Express,Extended Warranty,12.28,791.19,0,12,26,Tuesday,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.093333333333333,2385.8500000000004
1077,26,Male,No,Tablet,SKU1002,3,Completed,Cash,1482.18,247.03,6,2024-05-14,Overnight,"Impulse Item,Accessory",12.86,247.03,0,5,14,Tuesday,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.143333333333333,1495.04
1079,64,Male,No,Smartphone,SKU1001,5,Completed,Paypal,41.5,20.75,2,2023-10-24,Standard,Impulse Item,25.61,20.75,0,10,24,Tuesday,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,12.805,67.11
1079,64,Male,Yes,Smartphone,SKU1004,2,Completed,Paypal,3164.76,791.19,4,2024-09-12,Overnight,Impulse Item,8.16,791.19,1,9,12,Thursday,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2.04,3172.92
1079,64,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,2373.57,791.19,3,2024-09-15,Overnight,"Extended Warranty,Accessory,Extended Warranty",101.06,791.19,0,9,15,Sunday,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,33.68666666666667,2474.63
1080,55,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,3164.76,791.19,4,2024-01-03,Standard,No Add-ons,0.0,791.19,0,1,3,Wednesday,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.0,3164.76
1080,55,Female,No,Tablet,SKU1002,3,Completed,Credit Card,247.03,247.03,1,2024-08-18,Express,Impulse Item,16.65,247.03,0,8,18,Sunday,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,16.65,263.68
1083,24,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,3379.32,844.83,4,2024-07-29,Overnight,No Add-ons,0.0,844.83,0,7,29,Monday,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,3379.32
1085,74,Male,No,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,2023-10-11,Express,"Impulse Item,Impulse Item,Extended Warranty",91.36,20.75,0,10,11,Wednesday,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,91.36,112.11
1085,74,Male,No,Tablet,SKU1002,3,Completed,Cash,741.09,247.03,3,2024-05-02,Overnight,Extended Warranty,10.04,247.03,0,5,2,Thursday,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.3466666666666662,751.13
1086,76,Male,No,Smartphone,SKU1001,5,Completed,Paypal,166.0,20.75,8,2024-07-01,Overnight,Accessory,25.72,20.75,0,7,1,Monday,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3.215,191.72
1089,45,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,3955.95,791.19,5,2024-08-09,Express,No Add-ons,0.0,791.1899999999999,0,8,9,Friday,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.0,3955.95
1090,31,Male,No,Tablet,SKU1002,3,Cancelled,Debit Card,741.09,247.03,3,2024-05-04,Express,Extended Warranty,22.88,247.03,0,5,4,Saturday,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7.626666666666666,763.97
1091,22,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,1689.66,844.83,2,2024-03-22,Express,"Impulse Item,Extended Warranty",14.52,844.83,1,3,22,Friday,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,7.26,1704.18
1093,56,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,7120.71,791.19,9,2024-04-27,Express,Impulse Item,29.11,791.19,0,4,27,Saturday,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3.2344444444444442,7149.82
1094,65,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,20.75,20.75,1,2024-05-07,Overnight,No Add-ons,0.0,20.75,0,5,7,Tuesday,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0,20.75
1096,20,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,41.5,20.75,2,2023-12-13,Standard,Accessory,27.89,20.75,1,12,13,Wednesday,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,13.945,69.39
1096,20,Female,No,Laptop,SKU1005,3,Completed,Cash,4639.6,463.96,10,2024-05-15,Overnight,"Extended Warranty,Extended Warranty",85.32,463.96000000000004,0,5,15,Wednesday,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8.532,4724.92
